a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
0.023255813953488372,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.023255813953488372
0.04151624548736462,0.032490974729241874,0.048736462093862815,0.04693140794223827,0.04512635379061372,0.039711191335740074,0.02888086642599278,0.04693140794223827,0.04512635379061372,0.02888086642599278,0.032490974729241874,0.039711191335740074,0.032490974729241874,0.039711191335740074,0.04151624548736462,0.036101083032490974,0.030685920577617327,0.04693140794223827,0.03790613718411552,0.03790613718411552,0.04151624548736462,0.036101083032490974,0.048736462093862815,0.03790613718411552,0.02888086642599278,0.02707581227436823
0.0805551365213456,0.04057927289183889,0.06003922160205159,0.05098808266706894,0.05792728918388897,0.0337909186906019,0.03333836174385277,0.02836023532961231,0.05310001508523156,0.010107105144063962,0.01795142555438226,0.04344546688791673,0.05249660582289938,0.03741137426459496,0.05506109518781113,0.05038467340473676,0.007090058832403078,0.0481218886709911,0.06773268969678685,0.05279831045406547,0.03695881731784583,0.022175290390707498,0.022175290390707498,0.01116307135314527,0.02006335797254488,0.006184944938904812
0.10338150562010012,0.028808916595825067,0.036459809199962216,0.04014357230565788,0.08789080948332861,0.021346934920185134,0.02592802493624256,0.027769906489090394,0.06592991404552753,0.007745348068385756,0.025314064418626617,0.052422782657976764,0.03825446302068575,0.04727495985642769,0.07178615282894116,0.033106640219136674,0.0017474260885992255,0.05681496174553698,0.07046377632946066,0.048077831302540855,0.04099367148389534,0.012468121280816095,0.01686030036837631,0.004817228676678946,0.02564465854349674,0.008548219514498913
0.11156819632598057,0.026916802610114192,0.034240017022483867,0.03530392226399035,0.09892545570607844,0.014522306546563587,0.023317256543017237,0.02925739414142847,0.06519965955032271,0.005762820058160153,0.022271083055535854,0.055518121852613664,0.031633449180792965,0.053744946450102846,0.06695510319880843,0.02643804525143627,0.0013476133059082205,0.0658202709412015,0.07410100007092701,0.04885098233917299,0.03984325129441804,0.011348322576069225,0.013759841123483935,0.004096035179799986,0.03225406057167175,0.007004042839917725
0.10304249948836892,0.024566819019032675,0.03462889692339177,0.038073879527935055,0.11369295313459309,0.013131864383655092,0.025709461764103964,0.028804829797394092,0.06935159287809536,0.004007776792414217,0.01707142369875162,0.05759260522545876,0.031976942492666624,0.06289651408690906,0.06418411897128044,0.026007913227368853,0.0016542738249539532,0.06845623848830071,0.06774848216112968,0.05291970802919708,0.04015451258612456,0.010138822566341497,0.012475271164472338,0.0032403301725902178,0.0229722354867317,0.005500034108738659
0.09609054177538505,0.02297673701709769,0.03669452059318955,0.03831291079036893,0.11320474287412888,0.01404806728980194,0.02730895839526153,0.027479604980678404,0.07633957569552245,0.0033193513227862733,0.014818729288458786,0.058581321355043986,0.03017141724741553,0.06386586077440522,0.0624016029769572,0.027314463123823365,0.0017449989541015733,0.07239819004524888,0.07172661316070504,0.0562142880734551,0.03823033986194141,0.008736004227631535,0.012066365007541479,0.0030055817947617003,0.01838028866796578,0.0045689247063227315
0.08929494914669885,0.02208568309240607,0.03790807824595103,0.03891365199760304,0.1136339383193374,0.014742942514016467,0.026103873716354323,0.026657965375427882,0.08064701488249153,0.0019947299726648113,0.01310939821541442,0.059094901535859994,0.030113855574982966,0.06589175922049564,0.06565780940888681,0.027565033943244596,0.0018018239876540169,0.07132185747941652,0.07307442887515289,0.059382208322046284,0.036795790545144105,0.009522167770745603,0.01153331527404963,0.0027868758260070105,0.016528348971031268,0.0038375977869168697
0.0844668919404702,0.01958803652311453,0.040229347904234665,0.03819109928823064,0.11469911568049464,0.013404989575095262,0.024599180386799913,0.027090373139693723,0.08456395139837515,0.0016500107843842116,0.010752031059026529,0.05682651520598174,0.02979006398734632,0.06709684377022072,0.06772593284923431,0.02893090804515062,0.0016895535264936372,0.07196060104968006,0.07450212092889497,0.06342655834351858,0.03547702926162916,0.009339276727298871,0.010148105543173485,0.003012437989790783,0.01680926019124308,0.004029764900424186
0.08001305851103296,0.01867515469883809,0.041271572511834276,0.03872293697784505,0.11538975203668254,0.013095609075665168,0.025401029841665555,0.027063022154951103,0.08867545148317975,0.0012873020819421568,0.008309961566427755,0.05761326032438528,0.029359390998530917,0.07092774785202333,0.06926575553873777,0.030253453827776045,0.0016582825090148243,0.0719108459837659,0.06656872783391948,0.06532223359895532,0.03556960334772737,0.00996824407544258,0.008847883185683124,0.0028862277226253544,0.018100135036875454,0.003843357224472837
0.07956612625263293,0.017409204059488096,0.04401369119805962,0.036282472713346524,0.11126093061849748,0.011931926980277015,0.02566700708495564,0.027621752728665346,0.09172544201187209,0.0011130082338673645,0.00608364715644348,0.0570546371353801,0.02889034275866471,0.07361013595455417,0.07107295589455544,0.03256047743665028,0.0016715069892129955,0.07239340652326547,0.0647619199591498,0.06737888555562647,0.03560429565328397,0.0102923342056552,0.007316333695027766,0.002760579562136976,0.01834269483628008,0.0036142848024510116
0.07778623224942932,0.016033956417707943,0.045195771949285396,0.03414435144525628,0.10943702386300089,0.010904740513930016,0.02457348209128996,0.027213721913073773,0.09341223494467414,0.0010634299282184798,0.0046937596831712215,0.057237282386483436,0.028300070589745235,0.0775387097661371,0.07385337501489718,0.03292049027786691,0.001893088622216518,0.07038806024880594,0.06633602552231828,0.0691183615845106,0.03633538379736159,0.010249264308174659,0.005972625846847756,0.0026127373236402305,0.01895838872030876,0.003827430991648408
0.07722583019696772,0.015303881178244506,0.04690301209825828,0.03097581535612096,0.1065572797321524,0.010697282344141428,0.02278960428366201,0.02625048974794306,0.09654267633894119,0.0009023234829686443,0.0033006043192800407,0.05789711137758676,0.02730122169850523,0.08084106046754604,0.07616322556899806,0.03406271148206632,0.0020242914979757085,0.06925332731784345,0.06738931696486875,0.07039904068766548,0.035950467189855985,0.01055481021525164,0.004784688995215311,0.0026891614327947096,0.019263419093639808,0.003977346931506524
0.07856287817916469,0.014381057015889674,0.04753783841398423,0.028647327943853204,0.10380761851663578,0.010060180706098421,0.02107964514700818,0.026187626059721563,0.09736319958021088,0.000737910565239493,0.0023449157962055,0.057516029057278255,0.026433596248134725,0.08261318728170146,0.07716904711149009,0.034804781660462754,0.0025662889657773478,0.06797796107111818,0.0712575635832937,0.07325812111572078,0.035813259432956726,0.00999458865585491,0.00358296574455176,0.002517094928094715,0.019915386255185873,0.003869930964367119
0.07931859165377089,0.013236817536545127,0.04758859715312504,0.025348185852591732,0.09998593188474376,0.009655842744049827,0.01992556688109885,0.02626900794209052,0.1001138238416186,0.0006394597843741607,0.001560281873872952,0.05886866774948524,0.027675819467713674,0.08558529754063766,0.07869192106508421,0.03509355296645394,0.0027113094857464416,0.06600503894310086,0.07193922574209308,0.0733716156590912,0.03609111023007763,0.009681421135424794,0.0024683147676842604,0.002097428092747247,0.022304357278970725,0.003772812727807548
0.07705608776881186,0.012958619867233772,0.047263187184481456,0.022776960686886352,0.10140318797948882,0.008208450928171086,0.01846404579242358,0.027388003339030888,0.09643439201812616,0.000556505147672616,0.0013713876853360893,0.05813491274794292,0.026334618595222004,0.08514528759391024,0.08091187343482928,0.03698771713638351,0.0024645227968358705,0.06638311404380491,0.07763246810032993,0.07477044162658504,0.03633183606948364,0.009897841555034384,0.001947768016854156,0.002166395039154112,0.023591843224549828,0.003418531621417498
0.07794443892586338,0.01125790536737194,0.04966722956193503,0.02218469587099765,0.09774510777788815,0.007450084434290256,0.0165888546736863,0.030396344491904242,0.09734776994139267,0.0005628952683685971,0.0012582364822356876,0.056753087646104435,0.028641435714049205,0.08559319227840138,0.08751365848812953,0.03751531406244826,0.0025164729644713752,0.06426939505314394,0.07685175987550082,0.07546107744776663,0.032813482997251744,0.009304327671269163,0.001655574318731168,0.001953577696102778,0.023045594516737856,0.003708486473957816
0.07489669421487603,0.010459710743801653,0.054235537190082644,0.018853305785123967,0.09678460743801653,0.007360537190082644,0.017110020661157025,0.02950671487603306,0.09904442148760331,0.0005165289256198347,0.0011621900826446281,0.058496900826446284,0.027698863636363636,0.08277376033057851,0.09026342975206611,0.03912706611570248,0.0023889462809917354,0.06514721074380166,0.07735020661157024,0.07509039256198347,0.03254132231404959,0.009297520661157025,0.0014204545454545455,0.002130681818181818,0.0234375,0.00290547520661157
0.0842355740630577,0.008566329565734682,0.056157049375371804,0.019750148720999405,0.09315883402736466,0.0052349791790600834,0.01618084473527662,0.03569303985722784,0.0960142772159429,0.000594883997620464,0.0014277215942891136,0.061392028554431884,0.025936942296252232,0.08149910767400356,0.08923259964306961,0.038429506246281976,0.0015466983938132064,0.06543723973825104,0.0693634741225461,0.08019036287923854,0.02891136228435455,0.00809042236763831,0.0020226055919095776,0.001784651992861392,0.025342058298631766,0.0038072575847709696
0.08395934600088378,0.008174988952717632,0.056341140079540435,0.02209456473707468,0.09809986743261158,0.003977021652673442,0.019443216968625717,0.03711886875828546,0.08793636765355722,0.0013256738842244808,0.0008837825894829872,0.06473707467962882,0.029385771100309325,0.07048166151126822,0.09699513919575785,0.0415377817057004,0.0017675651789659744,0.06716747680070703,0.061201944321696865,0.0764471939902784,0.026292532037118867,0.008837825894829872,0.0017675651789659744,0.0008837825894829872,0.029385771100309325,0.0037560760053026955
0.07725527831094049,0.009596928982725527,0.05518234165067178,0.01871401151631478,0.08493282149712092,0.0047984644913627635,0.018234165067178502,0.04030710172744722,0.09309021113243762,0.0014395393474088292,0.0009596928982725527,0.0671785028790787,0.02927063339731286,0.06813819577735125,0.10316698656429943,0.03358925143953935,0.0023992322456813818,0.06813819577735125,0.0690978886756238,0.08205374280230326,0.023032629558541268,0.006238003838771593,0.0009596928982725527,0.0019193857965451055,0.03598848368522073,0.004318618042226488
0.060362173038229376,0.007042253521126761,0.059356136820925554,0.026156941649899398,0.09557344064386318,0.005030181086519115,0.012072434607645875,0.05432595573440644,0.096579476861167,0.0030181086519114686,0.001006036217303823,0.06338028169014084,0.02414486921529175,0.06639839034205232,0.10865191146881288,0.047283702213279676,0.001006036217303823,0.06639839034205232,0.0613682092555332,0.06539235412474849,0.022132796780684104,0.008048289738430584,0.002012072434607646,0.007042253521126761,0.03219315895372234,0.004024144869215292
0.06609195402298851,0.008620689655172414,0.06321839080459771,0.04885057471264368,0.09195402298850575,0.014367816091954023,0.011494252873563218,0.031609195402298854,0.11206896551724138,0.0028735632183908046,0.0028735632183908046,0.06896551724137931,0.028735632183908046,0.05459770114942529,0.09770114942528736,0.034482758620689655,0.005747126436781609,0.06321839080459771,0.034482758620689655,0.06896551724137931,0.02586206896551724,0.011494252873563218,0.0028735632183908046,0.008620689655172414,0.034482758620689655,0.005747126436781609
0.06611570247933884,0.012396694214876033,0.06198347107438017,0.03305785123966942,0.08264462809917356,0.012396694214876033,0.024793388429752067,0.05371900826446281,0.09504132231404959,0.004132231404958678,0.004132231404958678,0.06611570247933884,0.024793388429752067,0.045454545454545456,0.09917355371900827,0.049586776859504134,0.004132231404958678,0.07024793388429752,0.0371900826446281,0.07024793388429752,0.02066115702479339,0.004132231404958678,0.004132231404958678,0.008264462809917356,0.0371900826446281,0.008264462809917356
0.07920792079207921,0.0297029702970297,0.04950495049504951,0.019801980198019802,0.1188118811881188,0.009900990099009901,0.019801980198019802,0.04950495049504951,0.07920792079207921,0.009900990099009901,0.009900990099009901,0.0594059405940594,0.0297029702970297,0.07920792079207921,0.039603960396039604,0.04950495049504951,0.009900990099009901,0.0594059405940594,0.07920792079207921,0.04950495049504951,0.019801980198019802,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901
0.025,0.0125,0.075,0.0375,0.075,0.0125,0.0125,0.0375,0.05,0.0125,0.0125,0.0375,0.0375,0.025,0.125,0.0375,0.0125,0.0875,0.05,0.075,0.0125,0.0125,0.0125,0.0375,0.0625,0.0125
0.09259259259259259,0.05555555555555555,0.05555555555555555,0.018518518518518517,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.07407407407407407,0.05555555555555555,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.037037037037037035,0.018518518518518517
0.03571428571428571,0.011904761904761904,0.03571428571428571,0.011904761904761904,0.09523809523809523,0.011904761904761904,0.011904761904761904,0.047619047619047616,0.10714285714285714,0.011904761904761904,0.011904761904761904,0.05952380952380952,0.05952380952380952,0.09523809523809523,0.03571428571428571,0.023809523809523808,0.011904761904761904,0.08333333333333333,0.011904761904761904,0.10714285714285714,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.05952380952380952,0.011904761904761904
